# Look at all meetups in the Tech category within 25 miles of New York NY
# There are 1452 of these.
# Of these, select those that have at least 1000 members, have at least one past meetup
# and that meetup has a publically available address.
#
Big WP Meetup NYC,663
BitDevs NYC,3064,197,303 Spring Street New York NY
Bitcoin Education To Financial Freedom,129
Bitcoin Mining: Touch Money Daily,107
Bitcoin|| Crypto Currency and the Blockchain Global Club,623
BitcoinCT,87
BitcoinNYC,7504,-1
Bitesize UX,222
Black Designers in Tech: NYC,405
Black Developers Meetup,320
Black Female Tech Entrepreneurs NYC,214
Black Software Engineers of NYC,1897,-1
Black Technology Professionals - BTP NY,2015,4,641 West 50th New York NY
BlackChain & Cryptocurrency | Bitcoin & Ethereum Night Out,560
BlockApps Developers NYC,494
BlockHeads: The Blockchain Meetup,161
Blockchain Careers,427
Blockchain Educators Group,345
Blockchain Founders / Startups NYC,876
Blockchain NYC -Latest Blockchain Trends and Events- BCT.NYC,3155,-1
Blockchain NYC | Official Group,1142,-1
Blockchain New Jersey,84
Blockchain Social Club,270
Blockchain Solutions,102
Blockchain and Law,330
Blockchain for Enterprises,201
Blockchain for Social Impact New York,2265,-1
Blockchain|| Bitcoin|| and Digital Currency: Beyond the Hype,118
Blockchain|| Cryptocurrency and Beyond - NY,33
Blockchain|| Tangle and beyond - New York,453
Blockchain360,179
Blockmatics,1024,1,315 Hudson Street New York NY
Blockstack NYC,839
Blog A Business Card School & Support Group for Bloggers.,790
Blogger Babes NYC + Tristate,433
BlueWaterLabs NYC,1316,9,40 Rector Street New York NY
Bonita Meetup,33
Botmakers,329
Bots and Brains Machine Learning NYC,993
Bots of Brooklyn,95
Bots|| Blockchain and AI,334
Bowery Golang,120
BrainStation New York,210
Breaking the Glass, NYC,235
Bringing Blockchain to Augmented Reality NYC,255
Bronx Bitcoin Meetup,50
Bronx Data Science Meetup,49
Bronx Game Development Meetup,10
Bronx NodeSchool,75
Brooklyn (Manhattan) Raspberry Pi ZERO Meetup,143
Brooklyn Cloud Computing Meetup,36
Brooklyn Design,138
Brooklyn Futurist Meetup,5044,200,205 State Street Brooklyn NY
Brooklyn JPMorgan Chase & Co. Technology Events,228
Brooklyn Kotlin,188
Brooklyn NY - Magento Meetup,71
Brooklyn New Technology Meetup,50
Brooklyn Product Design,155
Brooklyn Renoise Meetup,29
Brooklyn Ruby and Web Development Beginners Tutoring,121
Brooklyn Swift Developers,2074,-1
Brooklyn Tech Meetup,3132,23,355A Bowery New York NY
Brooklyn UX,2658,-1
Brooklyn VR/AR/MR Meetup,80
Build Blockchain Apps with HyperLedger, Hashgraph & Ethereum,293
Build with Code - Brooklyn,166
Building Bots,78
Building STEAM Maker Festival 2016 Meetup,175
Built In NYC,637
Business & Technology of Greater New York,1824,-1
Business & Technology,105
Business Intelligence Big Data Integration ETL Analysts,513
Business Model CoLLab - Brooklyn,821
Byte Academy: Python|| FinTech|| Blockchain||DataSci|| Quant,4478,4,295 Madison Ave New York NY
C4Q Queens Tech Meetup,3960,47-10 Austell Place Long Island City NY
CLOUD SECURITY ALLIANCE (CSA) NEW ENGLAND CHAPTER,89
CONNECTIVITY CHALLENGED IN NYC,13
CONVERSATIONS ON CURRENT ISSUES,137
CS Sala: Papers|| Protocols|| projects and Procrastination,8
CSNYC + CSTA-NYC,2147,135,11 Times Square New York NY
CSS Layout Club NYC,1185,217,1384 Broadway New York NY
CTO School,2296,-1
Can a CRM System Help Me Grow My Business?,26
Can this be pure virtual|| productive|| quantifiable?,16
Career & Networking Opportunities for Web Workers of NYC,505
Caribbeans In Tech and Entrepreneurship (CITE),511
CartoCampNYC,568
Central Jersey: Web, Marketing and You,249
Central NJ Design Meetup,1018,38,414 Raritan Avenue Highland Park NJ
Central NJ SQL Server User Group,99
Ceph New York,91
Chain NYC Meetup,201
Change the World with Data|| Behavior|| and Game Design NYC,419
Chatbots New York,64
Chef-NYC (for users of Chef),1028,17,110 William St New York NY
ChickTech New York,471
Chinese Blockchain Investors,367
Chomp Byte Urban Robotics Meetup,27
City Tech Meetup,125
Click-Clack - Mechanical Keyboard,112
Clojure Brooklyn,36
Clojure NYC,1466,67,55 Water Street New York NY
Cloud First Enterprise Group,36
CloudStack NYC User Group,294
Cocktails & Context,29
CocoaPods NYC,1026,32,401 Broadway New York, NY
Code Huge,675
Code Ladies,322
Code Meet Print (NY),406
Code for Queens,90
Code|| Drink|| Talk: Crown Heights & Prospect Heights,93
Code4Lib NYC,91
Coders for Good,2548,-1
Codesmith NYC,81
Coding Bootcamp Prep NYC,128
Cognitive Artificial Intelligence Meetup (#CAIM),1377,203,625 6th Ave New York NY
CollectiveAccess User Group,58
Columbia Data Science Institute,2196,17,530 West 120th Street New York NY
Columbia University Blockchain Alliance,408
Community Managers Meetup,1838,1,1535 Broadway New York NY
Complex Systems and Artificial Intelligence,988
Computer Vision AI for Fashion E-Commerce,124
Consciousness Club NYC - Machine Consciousness & AI Society,912
Content Lab,68
Content Strategy NYC,3344,123,45 Main Street Brooklyn NY
Continuous Delivery : NYC,3268,46,99 Madison Ave New York NY
Converged Infrastructure NYC,44
Corona Friends Meetup,1
Couchbase New York,156
CrackBerry NYC Meetup,249
Critical Infrastructure Association of America,54
Crowded Tech Jobs Meetup!,5139,-1
Crypto 2020,1105,272,122 West 26th Street New York NY
Crypto Mondays NYC,1055,-1
Crypto NYC,202
Crypto Traders Upstate NY/ North NJ,43
CryptoCircle a Social Bitcoin Meetup,4338,-1
Cryptoasset Forum NYC,97
Cryptocurrencies & Institutional Finance,143
Cryptocurrency Trader's meetup,411
Cryptocurrency World,83
Crystal Language NYC,48
Cumulus Linux and Open Networking Meetup — New York,254
Cunysec,21
Cycling Technologists MeetUp NYC,143
Cøsmos: The Internet of Blockchains – New York,173
D&B Advanced Analytics Discussion Series,317
D3D: Data|| Drugs|| Diagnostics,133
DCIM Meetup - New York,44
DUMBO Developers,508
Daily News Innovation Lab,1271,47,11 Times Square New York NY
Data Analytics Resume Review: NYPL+Principal Analytics Prep,519
Data Artists,644
Data Driven NYC (a FirstMark Event),14591,531,731 Lexington Ave New York NY
Data Rave,1125,-1
Data Science NYC,1033,-1
Data Science New York,1713,24,1216 Broadway New York NY
Data Science Speed Hackers,177
Data Science and Machine Learning • ProgramWithUs.com,2825,3,49 W 33rd Street New York NY
Data Science for Traders|| Quants|| and Other Students of Risk,3501,-1
Data Scientists in Stamford,228
Data Skeptics,4179,110,315 Hudson Street New York NY
Data Storytelling NYC,401
Data Technology Training,1544,6,121 Newark Avenue Jersey City NJ
Data Visualization New York,6230,-1
DataStax User Group - New York,100
Decentralize NYC,94
Decentralized Gov Meetup - DAO (NYC),121
Decostruct Design Thinking,45
Deep Dive into Python: Know Thy Interpreter,781
Deep Learning NYC,1054,74,220 5th Ave New York NY
Demandware Developers,107
Demo Days NYC,78
Democratize AI,54
Design & Prototype NYC Meetup,2714,10,137 W 25th Street New York NY
Design First,1288,137,115 W 18th Street New York NY
Design Research NYC,364
Design Sprints Made Easy,70
DesignDays,512
Designing The Next Facebook NY Meetup,52
Designing for Autism,305
Designing with AI,1329,-1
Destination Blockchain,43
Dev Bootcamp NYC Events and Workshops,4125,3,48 Wall Street New York NY
DevOps Efficiency on AWS - NYC,538
DevOps for Devs,258
Developer Unicorns,896
Developers and Designers for a better world,142
Devops New York,461
Difficulties Of Web People (DOWP),115
Digital Analytics Association - New York Chapter,442
Digital Artists of Westchester,212
Digital Asset Exchange meetup/Bitmart project introduction,60
Digital Content Lab,561
Digital Data New York,45
Digital Inclusion Meetup,17
Digital MEAT: Media|| Entertainment|| Advertising|| Tech,464
Digital Marketing Professionals by Digital Deepdish,50
Digital Media Marketing User Group,66
Digital Producers Meetup Club,904
Digital Publishing New York,622
Digital XP,176
DigitalOcean NYC,4285,-1
Dimensional Data Warehousing,60
Disruptive Experience,66
Disruptive Technologists in NYC,2150,300,11 Times Square New York NY
Disruptive Women,181
Django Coding Club,90
Do Tank NYC,127
Docker Central Jersey,83
DocuSign NYC,47
Dogpatch Labs NYC Event Series,283
Dot .NYC Domain Group. Join Future of NYC Tech - Seo - Sem,1204,-1
Dotdash.com Tech Talks,255
Down Under New York Tech Meetup,895
DriveWealth Tech Meetup,78
Drupal NYC,1749,96,30 Rockefeller Center New York NY
Drupal Training Meetup,65
EOS New York,213
EOSNYC,48
EPiServer developers in New York,17
East Brunswick Microsoft Azure Meetup,66
East Brunswick Software Development Meetup,89
East Village Tech Meetup,637
Eaters Drinkers Meetup,1143,1,47 8th Avenue New York NY
Ecommerce Minds - NYC,209
Edison Technology (Security, Audits) Meetup - Security Lunch,17
Education Tech Events Meetup,655
Educational Data Mining/ Learning Analytics in NYC,1252,119,27 East 28th Street New York NY
Elm NYC,546
Ember.js NYC,1981,35,5 Bryant Park New York NY
Empathic Design and Research,608
Empire Hacking,805
Engage Mobile App Meetup,1070,20,775 Washington Street New York NY
Enterprise Digital Transformation by GeneXus,113
Enterprise Scrum - Business Agility,337
Enterprise Tech Meetup,1261,62,902 Broadway New York NY
Enterprise UX NYC,998
Entrepreneurs + VCs NYC,2535,3,2920 Broadway New York NY
Entrepreneurs School of Social Selling & Business Promotion,994
Entrepreneurship Bootcamp Series: Working with Experts,122
Entry Level Software Developers, NYC,620
Erlang NYC,909
Ethereum Classic Meetup NYC,623
Ethereum DAO, DAPP & Superdao Collaborators,324
Ethereum NYC : Supported by ConsenSys,605
Ethereum and cryptocurrency,92
Ethical Tech,1152,54,99 Madison Ave New York NY
Evening with a Data Scientist,1047,15,315 West 36th Street New York NY
Evolutionary Modular Robots,889
Excel Data Analysis Fundamentals,82
Experience Optimization to Experimentation,51
ExpertTalks NYC,173
Exploring Williamsburg,533
# FUBAR Labs - Hackerspace in New Brunswick, NJ,2237
Facebook NY Design Talks,900
Facebook NY Tech Talks,1668,-1
FairfieldPASS (SQL Server User Group),282
Fashion 2.0,2270,1,129 W 67th Street New York NY
Femtech NYC,43
FinTech Ventures,16
Financial Modeling & Business Analytics New York City Meetup,72
Financial Services & the New Cyber Security Legislation,134
Flask-NYC,710
Flatiron School Presents,5794,-1
Flushing Bitcoin Meetup,108
Flushing Tech Meetup,227
Food+Tech Meetup,5832,80,6 Harrison Street New York NY
Forum: Building The Next Generation Bank,11
Free Computer Classes,407
Free Workshops: Electronics for Audio Engineers,61
From Just a Thought to Your 1st (Chat)bot,133
Frontier Tech: Robots|| Drones & More [FirstMark's Hardwired],6064,309,115 West 18th Street New York NY
Full-Stack Engineering,3283,-1
Fuse New York,66
Future Technology,692
Future of Data: New York,1167,-1
GA Alumni Backend Study Group,55
GAL - General Assembly Ladies Meetup,231
GDG Cloud NYC,1756,2,75 Ninth Ave New York NY
GE Predix NYC (Industrial Internet),269
GPU Database,96
GRAKN.AI New York,117
Gainfy Blockchain Alliance,24
Game Developer Happy Hour NYC,412
Geo NYC,2814,119,169 8th Avenue New York NY
Geospatial Big Data & Analytics NY,401
Gilt Tech Events (NYC),962
Girl Develop It NYC,13016,11,18 W 21st Street New York NY
Girls Talk Tech Book Club,289
Global E-Commerce Meetup,15
Go Language NYC,1347,1871 Broadway New York NY
Goodnik,1861,27,135 Madison Ave New York NY
Google AdWords,231
Google Developer Group (GDG) Bronx,1599,-1
Google Developer Group (GDG) NYC,5108,291,75 9th Avenue New York NY
Google Developer Group: GDG North Jersey,2527,-1
Google Developers Platform - NYC Area,198,6,111 8th Avenue New York NY
GothamSass,1020,37,22 West 19th Street New York NY
Gowanus Breakfast Club,104
Graph of Transactions,84
GraphQL NYC,430
GraphQL,127
Graphic Design NYC,2116,2,333 West 23rd Street New York NY
Graphic Illustrators,97
Greater NYC Sales Engineering Meetup.,2
Greater Westchester Personal Tech and Computer Users,114
Greenwich .NET User Group,48
Greenwich/Stamford CT Pod-People Podcast Meetup,19
Group repurposed - pls join UXHQ instead: bit.ly/ux-hq,138
GrowHack,1212,2,333 Adams Street Brooklyn NY
Growth Hacking Technology Meetups,800
H1B Visa Holders Group,208
HAProxy New York,38
HBase NYC,847
HTML5 Live Code NYC,487
HUG (Harvestworks User Groups) NYC Art & Technology,301
Hack && Tell,3922,41,20 Jay Street Brooklyn NY
Hack Manhattan,4731,7,137 West 14th Street New York NY
Hack Mosaic,1944,63,101 Avenue of the Americas New York NY
Hack Reactor NYC,2219,24,369 Lexington Avenue New York NY
HackGotham,395
HackNCraftNJ,711
Hacker News NYC,193
HackerNest NYC Tech Socials,9045,316,837 Washington Street New York NY
Hackers and Hustlers - New York,206
Hacking Class & Workshop,42
Hacking Health New York,747
Hacks/Hackers New York City,4112,-1
Hackster Hardware Meetup - Livingston, NJ,58
Hackster Hardware Meetup - NYC,781
Hadoop Express Meetup,217
Hands On Training,53
Happy Code Club,156
HappyTech Connect New York,44
Hardcore JavaScript,1302,-1
Hardware Social Club,119
Harlem Design & Technology,106
Hashgraph - New York City New York,240
Hashtag Sports,133
Hazelcast User Group NYC,102
Heads of Engineering & Product - New York,192
Health 2.0 NYC - The New York Healthcare Innovation Group,6120,22,25 W 39th Street New York NY
Health Devs NYC,1195,8,111 8th Ave New York NY
HealthCampNYC,50
HelloDevs,96
Hempstead Salesforce.com Admins Meetup,7
Heron NYC,25
Hoboken E-Business Meetup,95
Hologram Hackers of the World,308
How to Take Advantage of Bitcoin Before Market Gets Flooded,50
Human Potential Technologies,139
HumanOps NYC,76
Hyperledger NYC,2276,88,43 W 23rd Street New York NY
IBCG (NYC Blockchain Community),532
IBM Cognos Analytics Meetup of NJ,51
IBM Watson - Cognitive Business & IoT Meetup - NYC,2555,-1
IBM Watson Cognitive Computing Meetup,605
IBMi for Power Systems - Built for Business - NESTU -NJ,84
ICO (Initial Coin Offering) Business Group,459
ICO MasterClass,270
IEEE Consultants Network of Long Island (LICN),251
IGDA NYC,1295,3,305 Nevins Street Brooklyn NY
IOTA Foundation: Beyond Blockchain NYC,1183,160,49 Howard Street New York NY
IPFS NYC,46
ITServe Startup Cube 2017 Piscataway Township, NJ,50
Immersive NYC,230
InRhythm Innovation Lab,262
Indie Video Games Meetup,1
Influencer Networking,50
Information Design,941
Innovation Technology Meetup,1452,1,150 Bleeker Street Newark NJ
Innovators Meetup,243
Inside Startups Club,8864,68,150 Broadway Manhattan NY
Instagram Growth Hackers NYC,445
Interactive Paper Workshop,35
International Cyber Threat Intelligence Cooperative,470
Internet Architecture & Engineering Meetup,258
Internet Marketers|| Bloggers|| SEOs|| Business Owners,631
Internet Oldtimers of New York City,164
Internet Society - NY Chapter (ISOC-NY),1042,-1
Internet of Everything New York,144
Internet of Things (IoT) NY,5915,153,335 Madison Avenue New York NY
Internet of Things Enthusiasts,75
Internet of Things Happy Hour presented by Indiegogo and IBM,156
Intro to Data Science and Data Visualization NYC,419
Intro to R, Data Analytics - Training and Workshop,259
Inwood Coding Enthusiasts,50
IoT Developer Network,901
IoT Nation™ | NYC (Internet of Things Events),5826,59,721 Broadway New York NY
Ionic NYC Meetup,954
Istio NYC,88
IxDA Northern NJ Meetup,782
J Dynamic Functional Programming,148
JAMstack NYC,758
JC Fab Lab - Create|| Collaborate|| & Learn,433
JHipster NYC,151
JMeter NYC,345
JSNYC- { JavaScript } NYC,393
Jane Street Tech Talks,318
JavaSIG,827
JavaScript Algorithms NYC,575
Javascript coders and more!,814
Javascript-ReactJS-Edison-NJ,115
Jennifer Jones,65
Jersey City - Java User Group (JC-JUG),850
Jersey City Blockchain Startups Meetup,129
Jersey City Crypto Currency Club (J4C),197
Jersey City JPMorgan Chase & Co. Technology Events,507
Jersey City Makers,192
Jersey City Software Development Meetup,50
Jersey City Tech Meetup,906
Jersey City/Hoboken/Newark Business & Tech,1409,4,140 River Drive South Jersey City NJ
Jersey Hires,56
Jersey, Women & Wordpress Bloggers,186
Jewelry Design for Entrepreneurs,19
Joomla! User Group New-York City,191
Jump Into The Light - Virtual Reality Cinema and Play Lab,392
Kong/NY,17
Kubernetes and Cloud Native New York,920
Kx Community NYC Meetup,972
LAToken Blockchain Meetups,289
LIFION | Official Meetup,78
Ladies That UX NYC,2555,-1
Ladies Who Linux NY,213
Large Scale Scrum (LeSS) in NYC,710
Latino Web Developers NYC,298
Leaders in Software and Art - New York,466
Leading Women in Business and Technology,398
League of Women Coders,2730,-1
Lean Startup Machine NYC,219
Lean Startup in the Enterprise Meetup,200
Learn JavaScript NY,245
Learn Python NYC,5522,34,568 Broadway New York NY
Learn for Good,120
Learn to Code New York,1622,-1
Learning in VR,553
Lesbian New Tech,3
Let's Tech About It!,20
Lets Code Space - Coding workshops for beginners!,119
LexBlog Con - New York City,60
Linux on z Systems Customer Council,265
LispNYC,1563,51,218 West 18th Street New York NY
LiveTiles Futures Event,59
LocalTech New York,5945,13,575 5th Ave New York NY
Locus Labs Newark,39
Long Island Linux Users,41
Long Island User Experience,19
Lotico New York Semantic Web,1646,3,181 N 11th Street Brooklyn NY
Lower East Side Donut Brigade,62
Lower Manhattan Tech MeetUp,48
Lower Manhattan iOS Developer Meetup,771
MEAN (MongoDB|| Express|| AngularJS|| Node.js) Stack NYC,1441,-1
MacInspires STEAM Youth Enrichment,205
Machine Learning Applications for Investing,358
Machine Learning NYC Meetup,519
Machine Learning Society - New York Chapter,1082,100,27 East 28th Street New York NY
Machine Learning and Data Science Business Network,1729,114,33 Irving Place New York NY
Machine Learning at Work,328
Maker Depot makerspace,738
MakerBar,1421,6,38 Jackson St Hoboken NJ
Management 3.0: Serious Games,64
Manahatta Tech Globe,254
Manhattan Algorithmic Innovations Reactor,265
MariaDB NYC,34
MashMeet - National,428
Maspeth Friends Meetup,1
Medical Device Salesperson Meetup,34
Medical Innovation and Entrepreneurship,848
Meetup API Testing Sandbox,7208,-1
Mentor Gateways,161
MergeSort,284
MetaCon,60
Metaverse NY Meetup,262
Meteor NY,2633,-1
Metis: New York Data Science,7109,-1
Mexicanos in the Sillicon Alley,29
Microservices Virtual Meetup,53
Microsoft Azure User Group - NYC,1345,81,639 West 46th Street New York NY
Microsoft Cloud (Azure & Office 365) | NYC User Group,648
Microsoft Dynamics Meetup of NYC Area,114
Microsoft Excel Training Meetup,96
Microsoft Makers & App Devs of New York City (#MMADNYC),1728,1,335 Madison Ave New York NY
Microsoft Tech Talks - New York,138
Middle Eastern Tech Entrepreneurs,163
Middletown Artificial Intelligence and Deep Learning,225
Midtown Tech Breakfast,235
Millburn|| Maplewood|| Summit|| Bitcoin|| Blockchain & Crypto,120
Mining Cryptocurrency,350
Minorities in Tech - MiTECH,561
Minority Technology Mentors Initiative,125
MoNage Conference,118
Mobile App Dev Meetup,315
Mobile Development: Lessons Learned (NY),199
Mobile Growth New York,1687,156,110 5th Avenue New York NY
Mobile Monday New York City,781
Mobile|| Drone|| and AI communication,230
Modern Cosmism,163
ModevNYC,121
MongoDB in Financial Services User Group,155
N-Languages,1647,41,218 W 18th Street New York NY
NAN Newark Tech World,48
NCC Group Security Open Forum - New York City,719
NEO New York Meetup,412
# NEW #TheRealFridaysMeetup,207
# NEW ADP Enterprise Architecture Hosts:,197
# NEW Astoria Cryptocurrency Happy Hour,22
# NEW Bitcoin 101 for beginners,163
# NEW Bitcoin Mania,139
# NEW Bitcoin, Blockchain & Cryptocurrencies 4 Beginners,40
# NEW Bitcoin, Crypto Currency, Invest & ICO by Cryptario NYC,181
# NEW BlockTalks,59
# NEW Blockchain + Cryptocurrency Incubator & Accelerator,291
# NEW Blockchain DLT and environmental conservation,61
# NEW Blockchain Data, Visualization, and Transparency,100
# NEW Blockchain Pangea in NYC,28
# NEW Blockchain Startups [Official Group],100
# NEW Blockchain and Crypto currencies thought leaders Meetup,28
# NEW Bytom Blockchain NYC,28
# NEW Chainreaction Crypto,10
# NEW Crypto Geeks and Insomniacs,12
# NEW Crypto Traders Worldwide,23
# NEW Cryptophile, a crypto investment education group,29
# NEW Data Analysis Bootcamps in Python for the Non-Coder,55
# NEW Data and Drinks New York,36
# NEW How to Earn Bitcoin Meetup,17
# NEW How to address GDPR's Third Party Risk ... by May,12
# NEW Jersey Shore Tech Meetup,21
# NEW Lab owners play dates,7
# NEW Let's Build a Microgrid Meetup,49
# NEW Lisk New York Blockchain Meetup,89
# NEW Marketplace Meetup (New York City),40
# NEW Mining Monday,67
# NEW NEM Westchester NY,12
# NEW NJ Wine Women & Code,24
# NEW NYC Blockchain Solutions & Outsourcing For Your Business,33
# NEW NYC Crypto Fund Launch,46
# NEW New York AppDynamics Meetup Group,20
# NEW New York Business Intelligence Meetup,50
# NEW New York Cardano Meetup,55
# NEW New York City / Brooklyn Algorave Meetup,30
# NEW New York Crypto Mining Meetup,186
# NEW New York GAMP 5 Group,453
# NEW New York International Investment Club - Options Coin Quants,287
# NEW New York International Investment Club - Options Coin Quants,64
# NEW New York Network Security Meetup,28
# NEW New York Salesforce.com Meetup,43
# NEW New York Salesforce® User Group,47
# NEW New York Technology Startups,45
# NEW New York test mug Meetup-UjNBplXZ,2022
# NEW Product Management Career Group for Management Consulants,25
# NEW Rockland Blockchain and Cryptocurrency Meetup,8
# NEW Side Projects Group,36
# NEW Springfield Gardens Technology Meetup,432
# NEW Stellar.org-New York,62
# NEW Students for Blockchain NYC,14
# NEW Token Tuesday,18
# NEW Travel VBloggers,3966
# NEW Tri-State Salesforce Developer Group,20
# NEW Websites & Online Businesses for Income & Opportunity,469
NEW YORK STEREOSCOPIC ASSOCIATION,272
NGINX + Technology NYC,301
NJ Big Data Meetup,212
NJ Blockchain,523
NJ Drone User Group,828
NJ FileMaker Meetup,77
NJ Mobile .NET Developers,100
NJ Mobile Meetup,522
NJ SEO Experts,57
# NJ Strategic Design + Tech,1373
NJ Tech Meetup,6792,23,1 Castle Point Terrace New Jersey NY
NJ Unity User Group - Learn VR / AR / 360 Development Here,247
NY / CMU Technology & Entrepreneurship Meetup,526
NY Apple Watch and Wearables,483
NY Artificial Intelligence, Machine Learning & Adobe Sensei,43
NY Big Data Use Cases,917
NY Blockchain Meetup,1112,93,620 8th Avenue New York NY
NY Bot Meetup,142
NY CISCO TECHNOLOGY MEETUP,1019,-1
NY Consumer Health Tech Meetup,684
NY Content Meetup,507
NY Data Wizards,1742,8,128 E 4th Street New York NY
NY ECommerce Lounge Meetup,330
NY Enterprise Technology Meetup,5248,138,110 Fifth Avenue New York NY
NY Financial Python Users Group,457
NY Graph Meetup,1051,38,315 W 36th Street, New York NY
NY HTML5 User Group,910
NY Hardware Start-up,4671,230,11 Times Square New York NY
NY Health Tech Startups,723
NY IAS Data Science User Group,112
NY IT Ops / Service Management Meetup,87
NY Information Security Meetup @NYInfoSecurity,3258,-1
NY InsuranceTech (Insuretech) Startup Group,204
NY JavaScript,5845,25,270 Greenwich Street New York NY
NY MusicTech Meetup,2738,44,421 West 54th Street New York NY
NY Natural Language Processing Meetup,729
NY Open Source FinTech Meetup,387
NY Perl Mongers,634
NY Product Group,716
NY Python Data Science,1139,-1
NY Retail Tech Meetup,72
NY SPIN (NY Software & Systems Process Improvement Network),171
NY Symfony - The PHP Framework Meetup,853
NY Tech Localization & Internationalization Meetup,169
NY Tech Meetup Board,9
NY Tech Meetup,57470,250,28 West 23rd Street New York NY
NY Tech Mixer,4606,139,621 West 46th Street New York NY
